,LoanStatus,Source,ModifiedCreditScore,ModifiedBankruptcyScore,EmploymentStatus,EmployedMonths,TotalMonthlyIncome,PrimeMonthlyLiability,PrimeMonthlyRent,TotalMonthlyDebtBeforeLoan,VehicleYear,VehicleMake,VehicleMileage,isNewVehicle,TotalVehicleValue,AmountRequested,DownPayment,Loanterm,OccupancyStatus,OccupancyDuration,EstimatedMonthlyPayment,NumberOfOpenRevolvingAccounts,LTV,RequestType,DTI,MemberIndicator,CoApplicantIndicator
290,Declined,GATEWAY,588,198,Employed,48,2400.0,285.87,427.0,712.87,9,FORD,67403.0,N,12025.0,14401.0,0.0,72.0,RENT,12,318.54,3.0,1.1975,INDIRECT,0.29703,N,N
291,Approved,GATEWAY,686,316,Employed,48,4658.0,787.0,300.0,1087.0,5,MAZDA,35557.0,N,30600.0,32871.0,0.0,84.0,OTHER,24,460.08,5.0,1.0742,INDIRECT,0.23336,N,N
295,Declined,GATEWAY,720,379,Employed,4,8750.0,18.0,500.0,518.0,4,HONDA,10.0,Y,29025.0,25489.0,5000.0,72.0,RENT,5,354.02,2.0,0.8781,INDIRECT,0.0592,N,N
296,Declined,LENDER,651,358,Employed,38,4237.73,750.33,1099.0,1849.33,6,HONDA,67000.0,N,10150.0,9740.0,0.0,36.0,RENT,108,357.72,1.0,0.9596,REFINANCE,0.4364,Y,N
297,Approved,GATEWAY,783,387,Retired,120,4333.33,796.0,0.0,1096.0,5,HYUNDAI,19175.0,N,15800.0,14237.0,2500.0,75.0,BUYING,120,210.57,4.0,0.901,CAR SALE,0.25292,N,Y
300,Approved,GATEWAY,794,435,Employed,12,2000.0,77.0,300.0,377.0,4,TOYOTA,20116.0,N,22125.0,23901.0,2000.0,75.0,LIVEWITHPARENTS,24,444.02,1.0,1.0802,INDIRECT,0.1885,N,N
304,Approved,LENDER,703,422,Employed,47,2450.93,0.0,550.0,550.0,6,VOLKSWAGEN,31839.0,N,19325.0,20000.0,0.0,78.0,RENT,48,290.9,1.0,1.0349,DEALER PURCHASE,0.2244,Y,N
306,Approved,LENDER,739,353,Employed,14,7500.0,88.0,1200.0,1288.0,3,VOLKSWAGEN,2900.0,Y,23765.0,24000.0,0.0,75.0,RENT,49,352.68,1.0,1.0098,REFINANCE-PROMO,0.17173,Y,N
313,Declined,GATEWAY,644,408,Employed,12,1654.0,29.0,600.0,629.0,5,HONDA,34032.0,N,15025.0,13761.0,2500.0,72.0,RENT,24,244.16,1.0,0.9158,INDIRECT,0.38029,N,N
314,Declined,GATEWAY,596,194,Employed,5,3500.0,1180.0,600.0,1780.0,4,CHRYSLER,18612.0,N,26125.0,24160.0,500.0,75.0,RENT,5,322.14,4.0,0.9247,INDIRECT,0.50857,N,N
315,Declined,CONSUMER,514,171,Employed,7,3333.2,124.9,550.0,674.9,0,UNDECIDED,0.0,Y,18691.0,18691.0,0.0,72.0,RENT,11,259.6,3.0,1.0,DEALER PURCHASE,0.20248,Y,N
317,Declined,GATEWAY,561,329,Employed,6,2700.0,25.0,0.0,25.0,3,TOYOTA,7.0,Y,20902.6956131264,18682.0,0.0,72.0,LIVEWITHPARENTS,27,259.48,1.0,0.9986677530706456,INDIRECT,0.00926,N,N
321,Approved,GATEWAY,696,316,Employed,24,2750.0,234.0,300.0,534.0,3,HYUNDAI,13.0,Y,25460.0,32096.0,1000.0,84.0,LIVEWITHPARENTS,108,420.44,1.0,1.2606,INDIRECT,0.19418,N,N
323,Declined,GATEWAY,656,174,Employed,11,1400.0,816.0,800.0,1616.0,8,NISSAN,67393.0,N,16650.0,18049.0,0.0,66.0,RENT,13,328.62,8.0,1.084,INDIRECT,1.15429,N,N
324,Approved,GATEWAY,838,303,Employed,240,12500.0,3980.0,0.0,3980.0,3,OTHERS,11004.0,N,34400.0,27971.0,0.0,72.0,BUYING,192,453.5,3.0,0.8131,INDIRECT,0.3184,N,N
325,Declined,GATEWAY,637,63,Employed,227,8400.0,4390.0,0.0,4390.0,2,FORD,25.0,Y,68130.0,65078.0,1000.0,84.0,BUYING,36,950.07,9.0,0.9552,INDIRECT,0.52262,N,N
326,Approved,GATEWAY,763,450,Employed,12,3833.33,50.0,300.0,350.0,2,VOLKSWAGEN,25.0,Y,27835.0,21458.0,6200.0,75.0,LIVEWITHPARENTS,3,367.21,2.0,0.7708,INDIRECT,0.0913,N,N
327,Declined,GATEWAY,627,175,Employed,48,13333.0,2007.0,895.0,3797.0,1,NISSAN,9.0,Y,29075.0,34587.0,500.0,72.0,RENT,12,480.38,9.0,1.1895,INDIRECT,0.28478,N,Y
329,Approved,GATEWAY,668,436,Employed,48,2080.0,25.0,450.0,475.0,4,TOYOTA,37760.0,N,14075.0,14560.0,877.0,72.0,RENT,10,254.3,1.0,1.0344,CAR SALE,0.22837,N,N
331,Declined,GATEWAY,683,302,Retired,0,10283.33,912.0,0.0,912.0,4,NISSAN,42900.0,N,13550.0,15843.0,500.0,72.0,OWN,216,220.05,6.0,1.1692,INDIRECT,0.08869,N,Y
332,Declined,GATEWAY,0,430,Employed,30,3300.0,25.0,500.0,525.0,7,RAM,39031.0,Y,27825.0,24504.0,4000.0,72.0,RENT,8,340.34,1.0,0.8806,INDIRECT,0.15909,N,N
334,Approved,GATEWAY,745,428,Employed,2,3800.0,150.0,470.0,620.0,2,NISSAN,20609.0,N,25925.0,26557.0,1200.0,72.0,RENT,3,422.25,3.0,1.0243,INDIRECT,0.16316,N,N
338,Declined,GATEWAY,612,335,Employed,13,4051.67,217.0,0.0,217.0,4,TOYOTA,42974.0,N,18375.0,18077.0,1000.0,72.0,RENT,13,251.07,1.0,0.9837,INDIRECT,0.05356,N,N
340,Approved,GATEWAY,796,432,Retired,0,4001.0,467.0,0.0,467.0,8,OTHERS,61639.0,N,14975.0,13270.0,3000.0,66.0,OWN,180,221.29,5.0,0.8861,INDIRECT,0.11672,Y,Y
343,Declined,GATEWAY,625,322,Employed,108,5000.0,743.0,0.0,743.0,1,RAM,15.0,Y,37185.0,33303.0,3000.0,75.0,BUYING,30,444.04,1.0,0.8956,INDIRECT,0.1486,N,N
344,Approved,GATEWAY,656,318,Employed,276,5416.67,696.0,600.0,1296.0,3,CHEVROLET,12.0,Y,30415.0,28556.0,0.0,72.0,RENT,12,467.0,3.0,0.9388,INDIRECT,0.23926,N,N
345,Approved,GATEWAY,660,165,Employed,12,6198.0,1003.0,0.0,1003.0,4,JEEP,300.0,Y,50485.0,60567.0,1000.0,75.0,BUYING,36,669.85,12.0,1.1997,INDIRECT,0.16183,N,N
347,Declined,GATEWAY,606,146,Employed,12,4374.92,544.0,400.0,944.0,3,HYUNDAI,22.0,Y,24105.0,27661.0,800.0,72.0,RENT,24,384.19,3.0,1.1475,CAR SALE,0.21578,N,N
348,Approved,GATEWAY,833,353,Employed,5,19000.0,5090.0,0.0,5090.0,2,BUICK,3782.0,Y,41030.0,25360.0,0.0,72.0,BUYING,5,385.29,13.0,0.618,INDIRECT,0.26789,N,Y
349,Declined,CONSUMER,617,400,Employed,21,2833.0,21.0,300.0,321.0,4,UNDECIDED,60000.0,N,13000.0,10500.0,2500.0,60.0,OTHER,20,372.06952373867927,4.796198835846987,0.8076,DEALER PURCHASE,0.2661729429214403,N,N
351,Declined,LENDER,694,192,Employed,216,7192.33,3501.0,300.0,3801.0,0,UNDECIDED,0.0,Y,20902.6956131264,18000.0,0.0,66.0,OTHER,0,305.39,20.0,0.9986677530706456,DEALER PURCHASE,0.46598,Y,Y
352,Approved,GATEWAY,733,416,Employed,42,5401.0,329.0,300.0,929.0,11,VOLKSWAGEN,82399.0,N,13600.0,18494.0,750.0,36.0,LIVEWITHPARENTS,12,437.48,4.0,1.3598,INDIRECT,0.17201,N,Y
357,Approved,GATEWAY,776,496,Employed,12,2060.74,25.0,700.0,725.0,4,NISSAN,12639.0,N,16900.0,16687.0,1000.0,72.0,RENT,24,310.23,1.0,0.9873,CAR SALE,0.35182,N,N
359,Declined,LENDER,804,425,Employed,16,1906.67,208.0,0.0,208.0,0,UNDECIDED,0.0,Y,20902.6956131264,25000.0,0.0,66.0,BUYING,216,412.75,8.0,0.9986677530706456,DEALER PURCHASE,0.10909,Y,N
363,Approved,GATEWAY,688,306,Others,0,4666.67,1681.0,0.0,1681.0,1,HYUNDAI,775.0,Y,34695.0,33673.0,3500.0,84.0,BUYING,36,483.54,10.0,0.9705,INDIRECT,0.36021,N,Y
364,Approved,GATEWAY,681,303,Employed,168,8083.33,2982.0,0.0,2982.0,2,NISSAN,25.0,Y,29190.0,35015.0,525.0,84.0,BUYING,144,460.99,3.0,1.1995,CAR SALE,0.36891,N,N
366,Approved,LENDER,725,385,Employed,248,3208.33,1021.0,0.0,1021.0,0,UNDECIDED,0.0,Y,20902.6956131264,20000.0,0.0,48.0,BUYING,144,442.43,4.0,0.9986677530706456,DEALER PURCHASE,0.31823,N,N
367,Declined,GATEWAY,645,311,Employed,192,3630.0,1184.0,0.0,1184.0,8,TOYOTA,85260.0,N,18700.0,25287.0,2000.0,66.0,BUYING,144,473.96,1.0,1.3522,INDIRECT,0.32617,N,N
369,Declined,GATEWAY,462,163,Employed,102,2030.25,36.0,0.0,36.0,5,NISSAN,25110.0,N,17400.0,18344.0,1000.0,72.0,BUYING,30,405.58,0.0,1.0542,INDIRECT,0.01773,N,N
371,Approved,GATEWAY,674,326,Employed,18,2965.0,228.0,300.0,528.0,3,TOYOTA,12.0,Y,19540.0,21291.0,0.0,72.0,LIVEWITHPARENTS,24,335.62,1.0,1.0896,INDIRECT,0.17808,N,N
372,Approved,CONSUMER,674,391,Employed,46,2643.33,719.0,0.0,719.0,4,UNDECIDED,0.0,N,18000.0,9000.0,0.0,75.0,BUYING,228,268.82,1.0,0.5,PRIVATE PARTY,0.27201,Y,N
379,Declined,GATEWAY,628,348,Employed,36,1600.0,27.0,300.0,327.0,11,VOLKSWAGEN,115874.0,N,6000.0,5302.0,2000.0,48.0,LIVEWITHPARENTS,24,134.99,2.0,0.8836,INDIRECT,0.20438,N,N
381,Approved,GATEWAY,788,348,Employed,5,3500.0,80.0,300.0,380.0,2,NISSAN,5.0,Y,26770.0,31185.0,0.0,84.0,LIVEWITHPARENTS,5,463.91,1.0,1.1649,INDIRECT,0.10857,N,N
384,Approved,GATEWAY,715,422,Employed,25,3820.0,59.0,700.0,759.0,3,KIA,39160.0,N,11000.0,11407.0,0.0,75.0,RENT,25,224.54,2.0,1.037,INDIRECT,0.19869,N,N
385,Approved,GATEWAY,827,479,Retired,0,3000.0,227.0,0.0,227.0,12,CHRYSLER,62536.0,N,5913.0,3126.0,3700.0,36.0,OWN,168,90.73,3.0,0.5286,INDIRECT,0.07567,N,N
391,Approved,GATEWAY,707,167,Employed,216,7800.0,2982.0,0.0,2982.0,5,DODGE,66949.0,N,42375.0,46533.0,0.0,75.0,BUYING,36,721.96,5.0,1.0981,INDIRECT,0.38231,N,N
392,Declined,GATEWAY,677,400,Employed,1,3300.0,52.0,500.0,552.0,2,TOYOTA,12.0,Y,19825.0,20964.0,0.0,72.0,RENT,6,291.17,3.0,1.0574,INDIRECT,0.16727,N,N
396,Approved,GATEWAY,671,310,Employed,396,3833.33,945.0,0.0,945.0,3,CHEVROLET,8.0,Y,26105.0,24109.0,0.0,84.0,BUYING,132,347.84,4.0,0.9235,INDIRECT,0.24652,Y,N
398,Approved,GATEWAY,681,343,Employed,192,8666.67,317.0,750.0,1067.0,6,NISSAN,39715.0,N,17250.0,19949.0,0.0,75.0,RENT,16,307.59,3.0,1.1564,INDIRECT,0.12312,N,Y
401,Declined,GATEWAY,742,357,Employed,24,3666.0,26.0,425.0,451.0,6,HYUNDAI,38549.0,N,13750.0,14225.0,0.0,72.0,RENT,8,197.57,1.0,1.0345,INDIRECT,0.12302,N,N
402,Approved,GATEWAY,740,447,Employed,48,2171.0,25.0,300.0,325.0,5,FORD,20573.0,N,10575.0,9664.0,1000.0,72.0,LIVEWITHPARENTS,288,151.23,2.0,0.9138,INDIRECT,0.1497,N,N
410,Approved,CONSUMER,803,432,Employed,300,10000.0,100.0,0.0,100.0,3,NISSAN,0.0,Y,35000.0,30000.0,5000.0,36.0,OWN,300,921.23,6.0,0.8571,REFINANCE-PROMO,0.01,Y,N
411,Declined,GATEWAY,557,103,Employed,38,2549.0,1044.0,500.0,1544.0,3,KIA,5.0,Y,18670.0,20924.0,2000.0,72.0,RENT,12,290.62,1.0,1.1207,INDIRECT,0.60573,N,N
413,Declined,GATEWAY,648,333,Employed,34,7500.0,581.0,1000.0,1581.0,2,FORD,6.0,Y,23880.0,24982.0,3000.0,72.0,RENT,21,464.82,1.0,1.0461,INDIRECT,0.2108,N,N
414,Approved,GATEWAY,765,337,Employed,1,4000.0,1268.0,0.0,1268.0,2,VOLKSWAGEN,56.0,Y,23580.0,24552.0,400.0,72.0,BUYING,25,380.25,3.0,1.0412,INDIRECT,0.317,N,N
417,Declined,GATEWAY,537,303,Employed,8,1760.0,15.0,300.0,315.0,6,FORD,84905.0,N,9650.0,9899.0,1400.0,72.0,LIVEWITHPARENTS,8,218.81,0.0,1.0258,INDIRECT,0.17898,N,N
420,Declined,GATEWAY,665,305,Employed,28,4900.0,268.0,0.0,268.0,2,MAZDA,41.0,Y,27510.0,27058.0,0.0,84.0,BUYING,156,322.12,4.0,0.9835,INDIRECT,0.05469,N,N
424,Approved,LENDER,708,367,Retired,6,5636.0,231.0,693.5,1617.5,7,BUICK,87037.0,N,16025.0,11200.0,0.0,36.0,RENT,6,318.79,7.0,0.6989,REFINANCE-PROMO,0.2296,N,Y
425,Declined,GATEWAY,700,441,Retired,120,2456.0,0.0,300.0,300.0,3,NISSAN,40120.0,N,16150.0,14993.0,1500.0,72.0,RENT,30,244.11,0.0,0.9283,INDIRECT,0.12215,N,N
431,Declined,GATEWAY,591,189,Employed,48,5299.0,759.79,0.0,759.79,3,MAZDA,12.0,Y,24495.0,25655.0,500.0,75.0,LIVEWITHPARENTS,36,342.07,3.0,1.0473,INDIRECT,0.14338,N,Y
433,Declined,GATEWAY,649,306,Employed,2,1900.0,0.0,300.0,300.0,10,ACURA,88665.0,N,14750.0,16591.0,2500.0,72.0,LIVEWITHPARENTS,24,281.28,0.0,1.1248,INDIRECT,0.15789,N,N
436,Approved,GATEWAY,673,310,Employed,120,8243.42,609.0,700.0,1309.0,2,KIA,15.0,Y,39343.0,41065.0,0.0,84.0,RENT,108,424.23,5.0,1.0437,INDIRECT,0.15879,N,N
443,Declined,GATEWAY,614,100,Employed,29,7500.0,1829.0,600.0,2429.0,3,RAM,27.0,Y,52450.0,58515.0,0.0,75.0,RENT,28,1032.85,9.0,1.1156,INDIRECT,0.32387,N,N
445,Declined,CONSUMER,638,172,Employed,9,3660.0,1058.67,500.0,1558.67,4,NISSAN,7400.0,N,22000.0,26000.0,0.0,72.0,RENT,39,448.68,4.0,1.1818,REFINANCE,0.55018,Y,N
446,Approved,LENDER,831,358,Employed,169,7833.33,973.0,0.0,973.0,0,UNDECIDED,0.0,Y,20902.6956131264,12000.0,0.0,66.0,BUYING,180,198.96,7.0,0.9986677530706456,DEALER PURCHASE,0.13698,Y,N
451,Declined,LENDER,656,453,Employed,3,1976.0,32.87,300.0,332.87,4,UNDECIDED,0.0,Y,20902.6956131264,18000.0,0.0,75.0,LIVEWITHPARENTS,48,322.24,0.0,0.9986677530706456,DEALER PURCHASE,0.16846,N,N
452,Declined,GATEWAY,591,341,Employed,27,8500.0,289.0,300.0,889.0,4,DODGE,12.0,Y,23940.0,23483.0,1000.0,75.0,LIVEWITHPARENTS,6,474.11,0.0,0.9809,INDIRECT,0.10459,N,Y
456,Declined,GATEWAY,632,158,Employed,180,5000.0,1921.0,300.0,2221.0,2,DODGE,25.0,Y,30585.0,37679.0,500.0,84.0,LIVEWITHPARENTS,108,448.56,2.0,1.2319,INDIRECT,0.4442,N,N
458,Declined,LENDER,704,357,Employed,15,1365.0,201.0,300.0,501.0,9,UNDECIDED,87476.0,N,7200.0,10000.0,0.0,66.0,RENT,7,178.72,3.0,1.3888,PREAPPROVAL,0.36703,Y,N
459,Approved,LENDER,781,382,Employed,36,6056.25,1430.0,300.0,1730.0,2,TOYOTA,19587.0,N,17275.0,11984.11,0.0,57.0,LIVEWITHPARENTS,228,250.03,1.0,0.6937,DEALER PURCHASE,0.28566,Y,Y
462,Declined,CONSUMER,678,383,Employed,11,1780.0,77.0,300.0,377.0,5,KIA,83965.0,N,15000.0,15000.0,0.0,72.0,LIVEWITHPARENTS,45,239.61,5.0,1.0,REFINANCE,0.2118,N,N
463,Approved,LENDER,774,363,Employed,240,3100.0,411.0,0.0,411.0,6,DODGE,10000.0,N,37900.0,36141.35,0.0,66.0,OWN,336,603.1,2.0,0.9535,REFINANCE-PROMO,0.13258,Y,N
464,Declined,GATEWAY,694,344,Employed,2,3476.0,174.0,300.0,474.0,3,NISSAN,42165.0,N,11275.0,12880.0,1000.0,72.0,LIVEWITHPARENTS,12,178.89,1.0,1.1423,INDIRECT,0.13636,N,Y
467,Approved,GATEWAY,718,196,Employed,149,6800.0,1698.0,0.0,1698.0,3,JEEP,25.0,Y,35190.0,32814.0,0.0,84.0,BUYING,123,456.15,7.0,0.9324,INDIRECT,0.24971,N,N
470,Approved,GATEWAY,655,182,Employed,24,3700.0,515.36,300.0,815.36,2,MAZDA,5.0,Y,26390.0,20880.0,2000.0,75.0,LIVEWITHPARENTS,24,392.4,6.0,0.7912,INDIRECT,0.22037,N,N
471,Approved,GATEWAY,757,323,Employed,36,6666.67,1817.0,0.0,1817.0,4,VOLKSWAGEN,8145.0,N,20650.0,24237.0,0.0,72.0,OWN,24,399.39,5.0,1.1737,INDIRECT,0.27255,N,N
473,Declined,LENDER,592,190,Employed,8,4000.0,410.26,430.0,840.26,0,UNDECIDED,0.0,Y,20902.6956131264,15000.0,0.0,66.0,RENT,0,346.54,5.0,0.9986677530706456,DEALER PURCHASE,0.21007,N,N
474,Approved,GATEWAY,624,348,Employed,30,3727.0,410.03,300.0,710.03,1,MAZDA,41.0,Y,20020.0,18840.0,0.0,50.0,OTHER,24,399.56,2.0,0.941,INDIRECT,0.19051,N,N
476,Declined,GATEWAY,682,318,Employed,17,1833.33,274.0,300.0,574.0,6,MAZDA,4824.0,N,20550.0,19410.0,1000.0,72.0,LIVEWITHPARENTS,10,306.36,0.0,0.9445,INDIRECT,0.31309,N,N
477,Declined,GATEWAY,709,335,Employed,13,5240.0,334.0,300.0,934.0,3,TOYOTA,10.0,Y,20870.0,26629.0,1600.0,72.0,OTHER,20,369.85,6.0,1.2759,INDIRECT,0.17824,N,Y
478,Declined,GATEWAY,614,170,Employed,38,3308.33,930.0,250.0,1180.0,5,VOLKSWAGEN,38505.0,N,15475.0,11322.0,4725.0,72.0,RENT,36,157.25,8.0,0.7316,INDIRECT,0.35668,N,N
482,Approved,GATEWAY,686,391,Employed,36,1485.09,25.0,300.0,325.0,2,TOYOTA,37317.0,N,12875.0,13498.0,500.0,72.0,LIVEWITHPARENTS,48,274.09,2.0,1.0483,INDIRECT,0.21884,N,N
483,Declined,LENDER,729,395,Retired,252,719.0,0.0,300.0,300.0,4,UNDECIDED,0.0,Y,20902.6956131264,15000.0,0.0,75.0,OTHER,192,238.11,2.0,0.9986677530706456,PREAPPROVAL,0.3338,N,N
484,Declined,CONSUMER,487,304,Employed,0,1820.0,179.5,615.0,794.5,6,OTHERS,90000.0,N,9595.0,8595.0,1000.0,36.0,RENT,37,247.85,1.0,0.8957,DEALER PURCHASE,0.43654,N,N
485,Declined,GATEWAY,634,114,Employed,42,6250.0,2367.0,500.0,3367.0,2,FORD,10.0,Y,24720.0,26170.0,0.0,75.0,RENT,48,348.94,21.0,1.0586,INDIRECT,0.53872,N,Y
489,Approved,GATEWAY,711,338,Employed,48,2500.0,93.0,450.0,543.0,3,FORD,97.0,Y,27485.0,22706.0,0.0,72.0,RENT,6,373.22,1.0,0.8261,INDIRECT,0.2172,N,N
490,Approved,GATEWAY,687,82,Employed,240,5000.0,2094.0,0.0,2094.0,1,CHEVROLET,3000.0,Y,29640.0,37046.0,750.0,84.0,OWN,240,479.57,11.0,1.2498,INDIRECT,0.4188,N,N
492,Declined,GATEWAY,649,121,Employed,6,5000.0,1517.0,0.0,1517.0,10,HONDA,127257.0,N,14900.0,9840.0,3000.0,60.0,BUYING,24,164.0,10.0,0.6604,INDIRECT,0.3034,N,N
502,Approved,LENDER,672,199,Employed,8,3333.33,981.0,0.0,981.0,4,MAZDA,11923.0,N,17875.0,23000.0,0.0,72.0,BUYING,6,361.45,3.0,1.2867,REFINANCE-PROMO,0.2943,N,N
505,Declined,LENDER,564,323,Employed,33,1513.0,87.0,300.0,387.0,0,UNDECIDED,0.0,Y,20902.6956131264,15000.0,0.0,66.0,RENT,19,354.92,2.0,0.9986677530706456,DEALER PURCHASE,0.25578,N,N
509,Declined,GATEWAY,604,361,Retired,324,5040.0,0.0,0.0,0.0,2,RAM,62.0,Y,25975.0,25618.0,1000.0,72.0,BUYING,36,355.81,2.0,0.9862,INDIRECT,0.0,N,Y
512,Declined,GATEWAY,711,433,Employed,48,2500.0,15.0,0.0,15.0,3,FORD,20183.0,N,36975.0,29299.0,5000.0,75.0,LIVEWITHPARENTS,168,456.63,1.0,0.7924,INDIRECT,0.006,N,N
513,Declined,LENDER,651,419,Employed,12,3250.0,289.0,900.0,1189.0,4,UNDECIDED,0.0,Y,20902.6956131264,12000.0,0.0,66.0,RENT,36,219.27,5.0,0.9986677530706456,DEALER PURCHASE,0.36585,N,N
514,Declined,GATEWAY,0,341,Employed,24,3333.33,0.0,0.0,0.0,3,RAM,20.0,Y,53095.0,45648.0,12000.0,72.0,LIVEWITHPARENTS,240,634.0,0.0,0.8597,INDIRECT,0.0,N,N
516,Declined,GATEWAY,0,318,Employed,48,1833.33,0.0,300.0,300.0,6,NISSAN,23.0,N,15625.0,15783.0,500.0,72.0,RENT,36,219.21,0.0,1.0101,CAR SALE,0.16364,N,N
518,Declined,GATEWAY,526,338,Employed,24,5250.0,10.0,300.0,310.0,4,NISSAN,4.0,Y,29342.0,28716.0,0.0,72.0,LIVEWITHPARENTS,108,626.93,2.0,0.9786,CAR SALE,0.05905,N,N
526,Declined,LENDER,570,304,Employed,39,2200.0,0.0,300.0,300.0,4,CHEVROLET,54502.0,N,10975.0,15663.8,0.0,72.0,LIVEWITHPARENTS,3,351.9,0.0,1.4272,REFINANCE,0.13636,Y,N
529,Approved,GATEWAY,789,373,Retired,0,3366.0,1348.84,0.0,1348.84,5,CHEVROLET,8954.0,N,24525.0,23750.0,2000.0,60.0,OWN,360,425.04,1.0,0.9683,INDIRECT,0.40072,N,Y
537,Approved,GATEWAY,654,98,Employed,36,5417.0,775.0,1000.0,1775.0,2,VOLKSWAGEN,36.0,Y,26070.0,26671.0,0.0,75.0,RENT,49,451.95,7.0,1.023,INDIRECT,0.32767,N,N
540,Approved,GATEWAY,634,343,Employed,276,5200.0,52.0,240.0,532.0,8,HYUNDAI,80024.0,N,15150.0,15157.0,2000.0,72.0,RENT,24,242.5,2.0,1.0004,INDIRECT,0.10231,N,Y
542,Declined,GATEWAY,813,403,Employed,36,9000.0,2689.0,0.0,2689.0,5,RAM,45556.0,N,23300.0,28568.0,100.0,72.0,OWN,396,438.37,23.0,1.226,INDIRECT,0.29878,N,Y
544,Approved,LENDER,796,355,Employed,120,6250.0,1016.0,0.0,1016.0,4,CHEVROLET,8236.0,N,40150.0,30400.0,0.0,48.0,BUYING,30,669.66,3.0,0.7571,REFINANCE-PROMO,0.16256,Y,N
545,Approved,LENDER,776,445,Others,144,7916.67,655.0,0.0,655.0,7,CHEVROLET,47280.0,N,24025.0,15000.0,0.0,60.0,OWN,372,275.81,4.0,0.6243,DEALER PURCHASE,0.08274,Y,N
546,Approved,GATEWAY,650,176,Employed,36,3692.0,470.0,325.0,795.0,1,KIA,5.0,Y,18720.0,22614.0,750.0,72.0,RENT,7,358.66,10.0,1.208,INDIRECT,0.21533,Y,N
554,Declined,CONSUMER,681,341,Employed,15,2000.0,0.0,300.0,300.0,4,NISSAN,0.0,N,15000.0,15000.0,0.0,84.0,LIVEWITHPARENTS,40,178.58,0.0,1.0,DEALER PURCHASE,0.15,N,N
556,Approved,GATEWAY,633,197,Employed,8,6666.67,1940.77,700.0,2640.77,7,SUBARU,50194.0,N,21100.0,18639.0,3000.0,72.0,RENT,8,363.36,8.0,0.8833,INDIRECT,0.39612,N,N
562,Approved,GATEWAY,681,357,Employed,42,1600.0,27.0,300.0,327.0,6,FORD,45344.0,N,19825.0,20202.0,250.0,75.0,LIVEWITHPARENTS,6,277.55,1.0,1.019,INDIRECT,0.20438,N,N
564,Approved,CONSUMER,748,445,Employed,4,2900.0,35.0,800.0,835.0,0,UNDECIDED,0.0,N,22000.0,22000.0,0.0,60.0,RENT,6,402.22,4.0,1.0,DEALER PURCHASE,0.28793,N,N
568,Declined,GATEWAY,535,180,Employed,144,2250.0,0.0,300.0,300.0,11,DODGE,18375.0,N,19250.0,15509.0,2500.0,72.0,LIVEWITHPARENTS,27,342.93,0.0,0.8056,INDIRECT,0.13333,N,N
570,Approved,LENDER,758,414,Employed,7,1925.0,561.0,0.0,561.0,3,TOYOTA,5200.0,Y,27975.0,22200.0,0.0,81.0,BUYING,180,312.24,14.0,0.7935,TITLE LOAN,0.29143,Y,N
572,Declined,GATEWAY,0,341,Employed,12,2335.0,0.0,325.0,325.0,5,NISSAN,10305.0,N,16075.0,16229.0,1000.0,72.0,RENT,12,345.18,0.0,1.0095,INDIRECT,0.13919,Y,N
574,Declined,GATEWAY,583,344,Employed,12,3750.0,60.0,0.0,60.0,2,MAZDA,36559.0,Y,18325.0,20048.0,3000.0,72.0,RENT,36,278.45,0.0,1.094,INDIRECT,0.016,N,N
575,Declined,GATEWAY,651,342,Employed,25,2198.0,31.0,300.0,331.0,3,TOYOTA,33972.0,N,17100.0,14126.0,0.0,72.0,LIVEWITHPARENTS,25,196.2,1.0,0.826,INDIRECT,0.15059,N,N
576,Declined,GATEWAY,632,318,Employed,24,5700.0,309.0,0.0,309.0,2,DODGE,33174.0,N,25325.0,24864.0,2000.0,72.0,LIVEWITHPARENTS,47,345.34,5.0,0.9817,INDIRECT,0.05421,N,Y
579,Declined,LENDER,493,316,Employed,24,1560.0,0.0,377.0,377.0,4,UNDECIDED,0.0,N,20902.6956131264,8000.0,0.0,66.0,RENT,24,235.88,0.0,0.9986677530706456,DEALER PURCHASE,0.24167,N,N
583,Declined,GATEWAY,590,336,Employed,132,3721.0,843.0,1.0,845.0,1,NISSAN,5.0,Y,24970.0,30660.0,0.0,72.0,RENT,24,425.84,0.0,1.2278,INDIRECT,0.22709,N,Y
586,Declined,GATEWAY,604,140,Employed,108,5889.0,1409.0,0.0,1409.0,5,MAZDA,37060.0,N,18075.0,13968.0,2000.0,75.0,OWN,132,252.14,9.0,0.7727,INDIRECT,0.23926,N,Y
587,Declined,GATEWAY,701,131,Employed,24,7800.0,797.0,800.0,1597.0,3,DODGE,38388.0,N,20650.0,35238.0,0.0,75.0,RENT,25,368.77,2.0,1.7064,INDIRECT,0.20474,N,N
592,Declined,LENDER,653,195,Others,245,6000.0,602.78,0.0,602.78,5,NISSAN,13000.0,N,23315.0,29000.0,0.0,75.0,BUYING,11,471.74,2.0,1.2438,REFINANCE,0.0846,Y,N
594,Declined,GATEWAY,0,408,Employed,6,1810.0,31.0,300.0,331.0,6,CHEVROLET,32215.0,N,11675.0,11432.0,1100.0,72.0,LIVEWITHPARENTS,120,243.15,1.0,0.9791,CAR SALE,0.18287,N,N
595,Approved,GATEWAY,698,331,Employed,12,2600.0,0.0,910.0,910.0,7,DODGE,93967.0,N,12600.0,12823.0,1000.0,66.0,RENT,12,267.56,1.0,1.0176,INDIRECT,0.35,N,N
