COURSE CODE,CLASS SECTION,Date,END DATE,MON,TUE,WED,THU,FRI,SAT,SUN,VENUE,START TIME,END TIME,COURSE TITLE
BPHM2136,2A,2022-01-17,2022-01-24,MON,,,,,,,CYPP3,9:30,11:20,Dosage Form Design
BPHM2136,2A,2022-01-18,2022-01-18,,TUE,,,,,,LE4,9:30,11:20,Dosage Form Design
BPHM2136,2A,2022-01-20,2022-01-20,,,,THU,,,,CPD-1.24,9:30,12:20,Dosage Form Design
BPHM2136,2A,2022-02-07,2022-04-11,MON,,,,,,,CYPP3,9:30,11:20,Dosage Form Design
BPHM2136,2A,2022-02-08,2022-03-29,,TUE,,,,,,LE4,9:30,11:20,Dosage Form Design
BPHM2136,2A,2022-02-10,2022-04-28,,,,THU,,,,CPD-1.24,10:30,12:20,Dosage Form Design
BPHM2136,2A,2022-04-12,2022-04-26,,TUE,,,,,,LE4,9:30,11:20,Dosage Form Design
BPHM2136,2A,2022-04-25,2022-04-25,MON,,,,,,,CYPP3,9:30,11:20,Dosage Form Design
BPHM2143,2A,2022-01-17,2022-01-24,MON,,,,,,,,14:30,16:20,Pharmacy in Body Systems Series: Cardiovascular and Renal
BPHM2143,2A,2022-01-18,2022-01-25,,TUE,,,,,,MWT6,14:30,16:20,Pharmacy in Body Systems Series: Cardiovascular and Renal
BPHM2143,2A,2022-01-19,2022-01-26,,,WED,,,,,MB256,14:30,16:20,Pharmacy in Body Systems Series: Cardiovascular and Renal
BPHM2143,2A,2022-01-20,2022-01-27,,,,THU,,,,MB103,14:30,16:20,Pharmacy in Body Systems Series: Cardiovascular and Renal
BPHM2143,2A,2022-01-21,2022-01-21,,,,,FRI,,,MW103,9:30,12:20,Pharmacy in Body Systems Series: Cardiovascular and Renal
BPHM2143,2A,2022-02-04,2022-04-08,,,,,FRI,,,MW103,10:30,12:20,Pharmacy in Body Systems Series: Cardiovascular and Renal
BPHM2143,2A,2022-02-07,2022-04-11,MON,,,,,,,,14:30,16:20,Pharmacy in Body Systems Series: Cardiovascular and Renal
BPHM2143,2A,2022-02-09,2022-03-09,,,WED,,,,,MB256,14:30,16:20,Pharmacy in Body Systems Series: Cardiovascular and Renal
BPHM2143,2A,2022-02-15,2022-03-29,,TUE,,,,,,MWT6,14:30,16:20,Pharmacy in Body Systems Series: Cardiovascular and Renal
BPHM2143,2A,2022-02-24,2022-04-14,,,,THU,,,,MB103,14:30,16:20,Pharmacy in Body Systems Series: Cardiovascular and Renal
BPHM2143,2A,2022-03-23,2022-04-27,,,WED,,,,,MB256,14:30,16:20,Pharmacy in Body Systems Series: Cardiovascular and Renal
BPHM2143,2A,2022-04-12,2022-04-26,,TUE,,,,,,MWT6,14:30,16:20,Pharmacy in Body Systems Series: Cardiovascular and Renal
BPHM2143,2A,2022-04-22,2022-04-29,,,,,FRI,,,MW103,10:30,12:20,Pharmacy in Body Systems Series: Cardiovascular and Renal
BPHM2143,2A,2022-04-25,2022-04-25,MON,,,,,,,,14:30,16:20,Pharmacy in Body Systems Series: Cardiovascular and Renal
BPHM2143,2A,2022-04-28,2022-04-28,,,,THU,,,,MB103,14:30,16:20,Pharmacy in Body Systems Series: Cardiovascular and Renal
BPHM3125,2A,2022-01-18,2022-01-25,,TUE,,,,,,,14:30,16:20,Pharmacy Practice: Community Pharmacy
BPHM3125,2A,2022-01-21,2022-01-21,,,,,FRI,,,KKLG110,9:30,11:20,Pharmacy Practice: Community Pharmacy
BPHM3125,2A,2022-02-04,2022-04-01,,,,,FRI,,,KKLG110,9:30,11:20,Pharmacy Practice: Community Pharmacy
BPHM3125,2A,2022-02-08,2022-03-29,,TUE,,,,,,,14:30,16:20,Pharmacy Practice: Community Pharmacy
BPHM3125,2A,2022-04-12,2022-04-26,,TUE,,,,,,,14:30,16:20,Pharmacy Practice: Community Pharmacy
BPHM3125,2A,2022-04-22,2022-04-29,,,,,FRI,,,KKLG110,9:30,11:20,Pharmacy Practice: Community Pharmacy
BPHM3133,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Medicinal Chemistry for Pharmacy Students
BPHM3137,2A,2022-01-18,2022-01-25,,TUE,,,,,,MB151,10:30,12:20,Pharmaceutical Analysis
BPHM3137,2A,2022-01-19,2022-01-26,,,WED,,,,,KKLG111,14:30,16:20,Pharmaceutical Analysis
BPHM3137,2A,2022-02-08,2022-03-29,,TUE,,,,,,MB151,10:30,12:20,Pharmaceutical Analysis
BPHM3137,2A,2022-02-16,2022-03-09,,,WED,,,,,KKLG111,14:30,16:20,Pharmaceutical Analysis
BPHM3137,2A,2022-03-23,2022-04-27,,,WED,,,,,KKLG111,14:30,16:20,Pharmaceutical Analysis
BPHM3137,2A,2022-04-12,2022-04-26,,TUE,,,,,,MB151,10:30,12:20,Pharmaceutical Analysis
BPHM3146,2A,2022-01-17,2022-01-17,MON,,,,,,,CYPP4,10:30,12:20,Pharmacy in Body Systems Series: Microbiology and Infectious Diseases
BPHM3146,2A,2022-01-19,2022-01-19,,,WED,,,,,EH101,10:30,12:20,Pharmacy in Body Systems Series: Microbiology and Infectious Diseases
BPHM3146,2A,2022-01-20,2022-01-27,,,,THU,,,,CPD-LG.63,10:30,12:20,Pharmacy in Body Systems Series: Microbiology and Infectious Diseases
BPHM3146,2A,2022-01-21,2022-04-08,,,,,FRI,,,MWT6,14:30,16:20,Pharmacy in Body Systems Series: Microbiology and Infectious Diseases
BPHM3146,2A,2022-01-31,2022-04-11,MON,,,,,,,CYPP4,10:30,12:20,Pharmacy in Body Systems Series: Microbiology and Infectious Diseases
BPHM3146,2A,2022-02-09,2022-03-09,,,WED,,,,,EH101,10:30,12:20,Pharmacy in Body Systems Series: Microbiology and Infectious Diseases
BPHM3146,2A,2022-02-10,2022-04-28,,,,THU,,,,CPD-LG.63,10:30,12:20,Pharmacy in Body Systems Series: Microbiology and Infectious Diseases
BPHM3146,2A,2022-03-23,2022-04-27,,,WED,,,,,EH101,10:30,12:20,Pharmacy in Body Systems Series: Microbiology and Infectious Diseases
BPHM3146,2A,2022-04-22,2022-04-29,,,,,FRI,,,MWT6,14:30,16:20,Pharmacy in Body Systems Series: Microbiology and Infectious Diseases
BPHM3146,2A,2022-04-25,2022-04-25,MON,,,,,,,CYPP4,10:30,12:20,Pharmacy in Body Systems Series: Microbiology and Infectious Diseases
BPHM3147,2A,2022-01-17,2022-01-24,MON,,,,,,,,14:30,16:20,Pharmacy in Body Systems Series: Oncology and Special Populations
BPHM3147,2A,2022-01-20,2022-01-27,,,,THU,,,,MWT6,14:30,16:20,Pharmacy in Body Systems Series: Oncology and Special Populations
BPHM3147,2A,2022-01-21,2022-04-08,,,,,FRI,,,MB167,11:30,13:20,Pharmacy in Body Systems Series: Oncology and Special Populations
BPHM3147,2A,2022-02-07,2022-04-11,MON,,,,,,,,14:30,16:20,Pharmacy in Body Systems Series: Oncology and Special Populations
BPHM3147,2A,2022-02-10,2022-02-10,,,,THU,,,,MWT6,14:30,16:20,Pharmacy in Body Systems Series: Oncology and Special Populations
BPHM3147,2A,2022-02-24,2022-04-28,,,,THU,,,,MWT6,14:30,16:20,Pharmacy in Body Systems Series: Oncology and Special Populations
BPHM3147,2A,2022-04-22,2022-04-29,,,,,FRI,,,MB167,11:30,13:20,Pharmacy in Body Systems Series: Oncology and Special Populations
BPHM3147,2A,2022-04-25,2022-04-25,MON,,,,,,,,14:30,16:20,Pharmacy in Body Systems Series: Oncology and Special Populations
BPHM4125,2A,2022-01-17,2022-01-17,MON,,,,,,,EH102,14:30,16:20,Pharmacy Practice IV
BPHM4125,2A,2022-01-27,2022-01-27,,,,THU,,,,CPD-LG.42,14:30,16:20,Pharmacy Practice IV
BPHM4125,2A,2022-01-27,2022-01-27,,,,THU,,,,MB167,11:30,13:20,Pharmacy Practice IV
BPHM4125,2A,2022-02-07,2022-04-11,MON,,,,,,,EH102,14:30,16:20,Pharmacy Practice IV
BPHM4125,2A,2022-02-10,2022-02-10,,,,THU,,,,CPD-LG.42,14:30,16:20,Pharmacy Practice IV
BPHM4125,2A,2022-02-10,2022-02-10,,,,THU,,,,MB167,11:30,13:20,Pharmacy Practice IV
BPHM4125,2A,2022-02-24,2022-03-31,,,,THU,,,,LE9,16:30,18:20,Pharmacy Practice IV
BPHM4125,2A,2022-02-24,2022-04-14,,,,THU,,,,MB167,11:30,13:20,Pharmacy Practice IV
BPHM4125,2A,2022-02-24,2022-04-28,,,,THU,,,,CPD-LG.42,14:30,16:20,Pharmacy Practice IV
BPHM4125,2A,2022-04-07,2022-04-14,,,,THU,,,,CPD-G.01,17:30,19:20,Pharmacy Practice IV
BPHM4125,2A,2022-04-21,2022-04-21,,,,THU,,,,MB121,11:30,13:20,Pharmacy Practice IV
BPHM4125,2A,2022-04-21,2022-04-28,,,,THU,,,,LE9,16:30,18:20,Pharmacy Practice IV
BPHM4125,2A,2022-04-25,2022-04-25,MON,,,,,,,EH102,14:30,16:20,Pharmacy Practice IV
BPHM4125,2A,2022-04-28,2022-04-28,,,,THU,,,,MB167,11:30,13:20,Pharmacy Practice IV
BPHM4147,2A,2022-01-17,2022-02-07,MON,,,,,,,CPD-LG.16,11:30,13:20,Toxicology & Drug Abuse
BPHM4147,2A,2022-01-19,2022-01-26,,,WED,,,,,CPD-LG.16,11:30,13:20,Toxicology & Drug Abuse
BPHM4147,2A,2022-02-09,2022-02-09,,,WED,,,,,CPD-LG.16,11:30,13:20,Toxicology & Drug Abuse
BPHM4147,2A,2022-02-21,2022-04-11,MON,,,,,,,CPD-LG.16,11:30,13:20,Toxicology & Drug Abuse
BPHM4147,2A,2022-02-23,2022-03-09,,,WED,,,,,CPD-LG.16,11:30,13:20,Toxicology & Drug Abuse
BPHM4147,2A,2022-03-23,2022-04-06,,,WED,,,,,CPD-LG.16,11:30,13:20,Toxicology & Drug Abuse
BPHM4147,2A,2022-04-13,2022-04-13,,,WED,,,,,CPD-LG.16,10:30,13:20,Toxicology & Drug Abuse
BPHM4147,2A,2022-04-20,2022-04-27,,,WED,,,,,CPD-LG.16,11:30,13:20,Toxicology & Drug Abuse
BPHM4147,2A,2022-04-25,2022-04-25,MON,,,,,,,CPD-LG.16,11:30,13:20,Toxicology & Drug Abuse
BPHM4149,2A,2022-01-17,2022-01-24,MON,,,,,,,TT404,16:30,18:20,Clinical Pharmacology & Advanced Clinical Pharmacy
BPHM4149,2A,2022-01-19,2022-01-26,,,WED,,,,,EH102,14:30,16:20,Clinical Pharmacology & Advanced Clinical Pharmacy
BPHM4149,2A,2022-02-07,2022-04-11,MON,,,,,,,TT404,16:30,18:20,Clinical Pharmacology & Advanced Clinical Pharmacy
BPHM4149,2A,2022-02-09,2022-03-09,,,WED,,,,,EH102,14:30,16:20,Clinical Pharmacology & Advanced Clinical Pharmacy
BPHM4149,2A,2022-03-23,2022-04-27,,,WED,,,,,EH102,14:30,16:20,Clinical Pharmacology & Advanced Clinical Pharmacy
BPHM4149,2A,2022-04-25,2022-04-25,MON,,,,,,,TT404,16:30,18:20,Clinical Pharmacology & Advanced Clinical Pharmacy
BPHM4152,2A,2022-01-19,2022-01-26,,,WED,,,,,EH102,16:30,18:20,Chinese Medicine for Pharmacy Students
BPHM4152,2A,2022-02-09,2022-03-09,,,WED,,,,,EH102,16:30,18:20,Chinese Medicine for Pharmacy Students
BPHM4152,2A,2022-03-23,2022-04-27,,,WED,,,,,EH102,16:30,18:20,Chinese Medicine for Pharmacy Students
BPHM4161,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Research Methodology and Research Project
MBBS1007,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Cardiopulmonary and Renal Systems
MBBS1310,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,First summative assessment
MBBS1311,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Continuous assessment
MBBS1312,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Knowledge-based examination
MBBS1313,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Objective structured clinical assessment
MBBS2013,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,"Head, neck and nervous system"
MBBS2014,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Haematology and immunology
MBBS2015,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Endocrine and reproductive systems
MBBS2310,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Second summative assessment
MBBS2311,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Continuous assessment
MBBS2312,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Knowledge-based examination
MBBS2313,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Objective structured clinical assessment
MBBS3800,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,MBBS Enrichment Year
MBBS3823,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,IC - Intercalation Studies (S2)
MBBS3824,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,RA / SH - Academic Output (S2)
MBBS3825,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,RA / SH - Overall Performance (S2)
MBBS3833,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,IC - Intercalation Studies (FY)
MBBS3834,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,RA / SH - Academic Output (FY)
MBBS3835,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,RA / SH - Overall Performance (FY)
MBBS3841,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,E-Poster Presentation
MBBS4021,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Medicine related block
MBBS4022,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Surgery related block
MBBS4023,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,"Multi-disciplinary block: cancer, infection and other common illnesses"
MBBS4024,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Junior clerkship
MBBS4310,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Fourth summative assessment
MBBS4311,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Written examination
MBBS4312,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Continuous clinical competence assessment
MBBS5024,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Specialty clerkship
MBBS5032,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Medicine
MBBS5033,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Obstetrics and gynaecology
MBBS5034,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Orthopaedics and traumatology
MBBS5035,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Paediatrics and adolescent medicine
MBBS5037,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Psychiatry
MBBS5038,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Surgery
MBBS5039,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Emergency medicine
MBBS5040,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Family medicine and community care
MBBS6024,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Specialty clerkship
MBBS6032,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Medicine
MBBS6033,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Obstetrics and gynaecology
MBBS6034,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Orthopaedics and traumatology
MBBS6035,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Paediatrics and adolescent medicine
MBBS6037,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Psychiatry
MBBS6038,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Surgery
MBBS6039,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Emergency medicine
MBBS6040,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Family medicine and community care
MBBS6310,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Final summative assessment
MBBS6311,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Medicine
MBBS6313,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Surgery including Orthopaedics and Traumatology
MBBS6315,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Obstetrics and Gynaecology
MBBS6317,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Paediatrics and Adolescent Medicine
MBBS6319,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Psychiatry
MBBS6321,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Family medicine and community care
MBBS6400,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,MBBS Elective
NURS3302,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Nursing Theories and Models
NURS3304,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Nursing Practicum IIa
NURS3305,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Nursing Practicum IIb
NURS4302,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Statistics
NURS4304,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Community and Global Health Nursing I
NURS4305,2A,2022-01-23,2022-01-30,,,,,,,SUN,,     ,9:50,Gerontological Nursing
NURS4305,2A,2022-02-13,2022-02-27,,,,,,,SUN,,     ,9:50,Gerontological Nursing
NURS4305,2A,2022-03-13,2022-04-24,,,,,,,SUN,,     ,9:50,Gerontological Nursing
NURS4306,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Introduction to Nursing Research
NURS4307,FA,2022-01-23,2022-01-30,,,,,,,,,     ,8:50,Nursing Practicum IIIa
NURS4307,FA,2022-02-13,2022-02-27,,,,,,,,,     ,8:50,Nursing Practicum IIIa
NURS4307,FA,2022-03-13,2022-04-24,,,,,,,,,     ,8:50,Nursing Practicum IIIa
NURS4308,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Nursing Practicum IIIb
NURS5304,2A,2022-01-23,2022-01-30,,,,,,,,,     ,8:50,Nursing Practicum IVa
NURS5304,2A,2022-02-13,2022-02-27,,,,,,,,,     ,8:50,Nursing Practicum IVa
NURS5304,2A,2022-03-13,2022-04-24,,,,,,,,,     ,8:50,Nursing Practicum IVa
NURS5305,2A,2022-01-23,2022-01-30,,,,,,,,,     ,8:50,Nursing Practicum IVb
NURS5305,2A,2022-02-13,2022-02-27,,,,,,,,,     ,8:50,Nursing Practicum IVb
NURS5305,2A,2022-03-13,2022-04-24,,,,,,,,,     ,8:50,Nursing Practicum IVb
DENT1003,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Dentistry: Basic Medical Science Knowledge
DENT1004,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Dentistry: Knowledge and Reasoning I
DENT1005,2A,2022-01-17,2022-01-28,MON,TUE,,,FRI,,,PP,9:00,17:20,Dentistry: Practical Skill Learning I
DENT1005,2A,2022-01-20,2022-01-27,,,,THU,,,,PP,9:00,11:50,Dentistry: Practical Skill Learning I
DENT1005,2A,2022-01-31,2022-01-31,MON,,,,,,,PP,9:00,17:20,Dentistry: Practical Skill Learning I
DENT1005,2A,2022-02-08,2022-02-11,,TUE,,,FRI,,,PP,9:00,17:20,Dentistry: Practical Skill Learning I
DENT1005,2A,2022-02-10,2022-03-03,,,,THU,,,,PP,9:00,11:50,Dentistry: Practical Skill Learning I
DENT1005,2A,2022-02-14,2022-03-04,MON,TUE,,,FRI,,,PP,9:00,17:20,Dentistry: Practical Skill Learning I
DENT1005,2A,2022-03-14,2022-04-01,MON,TUE,,,FRI,,,PP,9:00,17:20,Dentistry: Practical Skill Learning I
DENT1005,2A,2022-03-17,2022-04-28,,,,THU,,,,PP,9:00,11:50,Dentistry: Practical Skill Learning I
DENT1005,2A,2022-04-04,2022-04-08,MON,,,,FRI,,,PP,9:00,17:20,Dentistry: Practical Skill Learning I
DENT1005,2A,2022-04-11,2022-04-12,MON,TUE,,,,,,PP,9:00,17:20,Dentistry: Practical Skill Learning I
DENT1005,2A,2022-04-19,2022-04-22,,TUE,,,FRI,,,PP,9:00,17:20,Dentistry: Practical Skill Learning I
DENT1005,2A,2022-04-25,2022-04-29,MON,TUE,,,FRI,,,PP,9:00,17:20,Dentistry: Practical Skill Learning I
DENT1006,2A,2022-01-17,2022-01-28,MON,TUE,,,FRI,,,PP,9:00,17:20,Clinical Learning in Dentistry I
DENT1006,2A,2022-01-20,2022-01-27,,,,THU,,,,PP,9:00,11:50,Clinical Learning in Dentistry I
DENT1006,2A,2022-01-31,2022-01-31,MON,,,,,,,PP,9:00,17:20,Clinical Learning in Dentistry I
DENT1006,2A,2022-02-08,2022-02-11,,TUE,,,FRI,,,PP,9:00,17:20,Clinical Learning in Dentistry I
DENT1006,2A,2022-02-10,2022-03-03,,,,THU,,,,PP,9:00,11:50,Clinical Learning in Dentistry I
DENT1006,2A,2022-02-14,2022-03-04,MON,TUE,,,FRI,,,PP,9:00,17:20,Clinical Learning in Dentistry I
DENT1006,2A,2022-03-14,2022-04-01,MON,TUE,,,FRI,,,PP,9:00,17:20,Clinical Learning in Dentistry I
DENT1006,2A,2022-03-17,2022-04-28,,,,THU,,,,PP,9:00,11:50,Clinical Learning in Dentistry I
DENT1006,2A,2022-04-04,2022-04-08,MON,,,,FRI,,,PP,9:00,17:20,Clinical Learning in Dentistry I
DENT1006,2A,2022-04-11,2022-04-12,MON,TUE,,,,,,PP,9:00,17:20,Clinical Learning in Dentistry I
DENT1006,2A,2022-04-19,2022-04-22,,TUE,,,FRI,,,PP,9:00,17:20,Clinical Learning in Dentistry I
DENT1006,2A,2022-04-25,2022-04-29,MON,TUE,,,FRI,,,PP,9:00,17:20,Clinical Learning in Dentistry I
DENT2003,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Dentistry: Knowledge and Reasoning II
DENT2004,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Dentistry: Practical Skill Learning II
DENT2005,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Clinical Learning in Dentistry II
DENT3003,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Dentistry: Knowledge and Reasoning III
DENT3004,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Dentistry: Practical Skill Learning III
DENT3005,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Clinical Learning in Dentistry III
DENT4002,2A,2022-01-10,2022-04-11,MON,,,,,,,PP,9:00,16:50,Dentistry: Integrated Semester VIII
DENT4002,2A,2022-01-11,2022-01-25,,TUE,,,,,,PP,9:00,16:50,Dentistry: Integrated Semester VIII
DENT4002,2A,2022-01-12,2022-01-26,,,WED,,,,,PP,9:00,16:50,Dentistry: Integrated Semester VIII
DENT4002,2A,2022-01-13,2022-01-27,,,,THU,,,,PP,9:00,16:50,Dentistry: Integrated Semester VIII
DENT4002,2A,2022-01-14,2022-04-08,,,,,FRI,,,PP,9:00,16:50,Dentistry: Integrated Semester VIII
DENT4002,2A,2022-02-08,2022-03-29,,TUE,,,,,,PP,9:00,16:50,Dentistry: Integrated Semester VIII
DENT4002,2A,2022-02-09,2022-03-09,,,WED,,,,,PP,9:00,16:50,Dentistry: Integrated Semester VIII
DENT4002,2A,2022-02-10,2022-04-14,,,,THU,,,,PP,9:00,16:50,Dentistry: Integrated Semester VIII
DENT4002,2A,2022-03-23,2022-04-13,,,WED,,,,,PP,9:00,16:50,Dentistry: Integrated Semester VIII
DENT4002,2A,2022-04-12,2022-04-12,,TUE,,,,,,PP,9:00,16:50,Dentistry: Integrated Semester VIII
DENT4030,2A,2022-04-19,2022-05-03,,TUE,,,,,,PP,9:00,16:50,Clinical Skills Block
DENT4030,2A,2022-04-20,2022-05-04,,,WED,,,,,PP,9:00,16:50,Clinical Skills Block
DENT4030,2A,2022-04-21,2022-05-05,,,,THU,,,,PP,9:00,16:50,Clinical Skills Block
DENT4030,2A,2022-04-22,2022-05-06,,,,,FRI,,,PP,9:00,16:50,Clinical Skills Block
DENT4030,2A,2022-04-25,2022-04-25,MON,,,,,,,PP,9:00,16:50,Clinical Skills Block
DENT5002,2A,2022-01-10,2022-04-11,MON,,,,,,,PP,9:00,12:50,Dentistry: Integrated Semester X
DENT5002,2A,2022-01-11,2022-01-25,,TUE,,,,,,PP,9:00,16:50,Dentistry: Integrated Semester X
DENT5002,2A,2022-01-12,2022-01-26,,,WED,,,,,PP,9:00,16:50,Dentistry: Integrated Semester X
DENT5002,2A,2022-01-13,2022-01-27,,,,THU,,,,PP,9:00,16:50,Dentistry: Integrated Semester X
DENT5002,2A,2022-01-14,2022-04-08,,,,,FRI,,,PP,9:00,16:50,Dentistry: Integrated Semester X
DENT5002,2A,2022-02-08,2022-03-29,,TUE,,,,,,PP,9:00,16:50,Dentistry: Integrated Semester X
DENT5002,2A,2022-02-09,2022-03-09,,,WED,,,,,PP,9:00,16:50,Dentistry: Integrated Semester X
DENT5002,2A,2022-02-10,2022-04-14,,,,THU,,,,PP,9:00,16:50,Dentistry: Integrated Semester X
DENT5002,2A,2022-03-23,2022-04-13,,,WED,,,,,PP,9:00,16:50,Dentistry: Integrated Semester X
DENT5002,2A,2022-04-12,2022-04-12,,TUE,,,,,,PP,9:00,16:50,Dentistry: Integrated Semester X
DENT5030,2A,2022-04-19,2022-05-03,,TUE,,,,,,PP,9:00,16:50,Clinical Skills Block
DENT5030,2A,2022-04-20,2022-05-04,,,WED,,,,,PP,9:00,16:50,Clinical Skills Block
DENT5030,2A,2022-04-21,2022-05-05,,,,THU,,,,PP,9:00,16:50,Clinical Skills Block
DENT5030,2A,2022-04-22,2022-05-06,,,,,FRI,,,PP,9:00,16:50,Clinical Skills Block
DENT5030,2A,2022-04-25,2022-04-25,MON,,,,,,,PP,9:00,12:50,Clinical Skills Block
DENT5032,2A,2022-04-17,2022-05-01,,,,,,,SUN,PP,     ,9:50,Community Health
DENT5032,2A,2022-04-23,2022-05-07,,,,,,SAT,,PP,     ,9:50,Community Health
DENT6102,2A,2022-01-10,2022-04-11,MON,,,,,,,PP,9:00,16:50,Dentistry: Integrated Semester XII
DENT6102,2A,2022-01-11,2022-01-25,,TUE,,,,,,PP,9:00,16:50,Dentistry: Integrated Semester XII
DENT6102,2A,2022-01-12,2022-01-26,,,WED,,,,,PP,9:00,16:50,Dentistry: Integrated Semester XII
DENT6102,2A,2022-01-13,2022-01-27,,,,THU,,,,PP,9:00,16:50,Dentistry: Integrated Semester XII
DENT6102,2A,2022-01-14,2022-04-08,,,,,FRI,,,PP,9:00,16:50,Dentistry: Integrated Semester XII
DENT6102,2A,2022-02-08,2022-03-29,,TUE,,,,,,PP,9:00,16:50,Dentistry: Integrated Semester XII
DENT6102,2A,2022-02-09,2022-03-09,,,WED,,,,,PP,9:00,16:50,Dentistry: Integrated Semester XII
DENT6102,2A,2022-02-10,2022-04-14,,,,THU,,,,PP,9:00,16:50,Dentistry: Integrated Semester XII
DENT6102,2A,2022-03-23,2022-04-13,,,WED,,,,,PP,9:00,16:50,Dentistry: Integrated Semester XII
DENT6102,2A,2022-04-12,2022-04-12,,TUE,,,,,,PP,9:00,16:50,Dentistry: Integrated Semester XII
DENT6130,2A,2022-04-19,2022-05-03,,TUE,,,,,,PP,9:00,16:50,Clinical Skills Block
DENT6130,2A,2022-04-20,2022-05-04,,,WED,,,,,PP,9:00,16:50,Clinical Skills Block
DENT6130,2A,2022-04-21,2022-05-05,,,,THU,,,,PP,9:00,16:50,Clinical Skills Block
DENT6130,2A,2022-04-22,2022-05-06,,,,,FRI,,,PP,9:00,16:50,Clinical Skills Block
